grid_id,acronym
grid.463918.1,GREMI
grid.463919.0,LCIS
grid.463921.b,LAMP
grid.463922.8,LCRB
grid.463923.9,LMFA
grid.463924.e,P2IM
grid.463925.f,GSRL
grid.463926.c,LMS
grid.463927.d,CRM2
grid.463928.2,LPL
grid.463929.3,LMCM
grid.463930.b,GREGHEC
grid.463931.a,LMA
grid.463932.9,LPP
grid.463933.8,LDAR
grid.463934.f,HISOMA
grid.463935.e,LPNHE
grid.463936.d,LNIO
grid.463939.2,HGID
grid.463940.c,SUBATECH
grid.463941.d,LRDE
grid.463942.e,LPTHE
grid.463943.f,GMGM
grid.463945.9,LPGN
grid.463946.a,LSMS
grid.463947.b,CNPP
grid.463948.4,LSP
grid.463949.5,LGPC
grid.463950.d,LTM
grid.463951.c,LPMA
grid.463952.f,LSCP
grid.463953.e,NNM
grid.463954.9,DDL
grid.463955.8,LHEEA
grid.463956.b,LAPSCO
grid.463957.a,LADYSS
grid.463958.5,LASIM
grid.463959.4,LNCA
grid.463960.e,EVS
grid.463961.f,EDYSAN
grid.463962.c,ESE
grid.463963.d,LNIA
grid.463964.a,LSTA
grid.463965.b,LIVE
grid.463966.8,LMV
grid.463967.9,LPP
grid.463968.6,MAPMO
grid.463969.7,LTN
grid.463970.f,LICIT
grid.463971.e,LAMPEA
grid.463972.d,EGCE
grid.463973.c,LPIM
grid.463976.9,PPSM
grid.463977.8,LIDYL
grid.463978.7,MOLTECH-Anjou
grid.463979.6,LFB
grid.463980.0,LAMHESS
grid.463981.1,LP2M
grid.463982.2,LMI
grid.463983.3,IUAR
grid.463984.4,M2S
grid.463985.5,LGP
grid.463986.6,LISE
grid.463988.8,LRB
grid.463991.0,LOCIE
grid.463992.3,NIMBE
grid.463993.2,LGI
grid.463994.5,ISYEB
grid.463995.4,MSH
grid.463996.7,LTSI
grid.463997.6,IUSTI
grid.463998.9,LGDP
grid.463999.8,MSHE
grid.464001.7,LTCI
grid.464002.4,MSHS-T
grid.464003.5,LPP
grid.464004.2,LJLL
grid.464005.3,MESHS
grid.464006.0,DCPH
grid.464007.1,LJP
grid.464008.e,PIMM
grid.464009.f,LCS
grid.464011.6,MASCIPO
grid.464013.4,MC
grid.464016.1,LPP
grid.464017.0,LATTICE
grid.464018.f,ONF
grid.464019.e,RCIM
grid.464027.3,SPCTS
grid.464028.c,MCAM
grid.464030.5,SECA
grid.464031.4,MERIT
grid.464035.0,LSV
grid.464040.2,LLTech
grid.464041.3,PVM
grid.464043.1,SATIE
grid.464046.4,INM
grid.464047.5,PTIB
grid.464051.2,NICN
grid.464053.0,PRODIG
grid.464055.6,UMR PVBMT
grid.464059.a,PPS
grid.464060.0,PHENIX
grid.464061.1,PC2A
grid.464062.2,FARE
grid.464064.4,SESSTIM
grid.464068.8,SIMM
grid.464069.9,SOPAM
grid.464070.1,SCP
grid.464071.0,STEF
grid.464072.3,POEMS
grid.464074.5,SPrAM
grid.464076.7,SAGE
grid.464078.9,RIDI
grid.464080.e,SVI
grid.464083.d,LOF
grid.464084.a,3SR
grid.464085.b,SAE
grid.464088.6,SYRTE
grid.464089.7,SP2U
grid.464090.f,RiTME
grid.464092.d,TIMA
grid.464095.a,TAMI
grid.464100.7,SPINTEC
grid.464101.6,SBR
grid.464102.5,SUR
grid.464103.4,TDMAM
grid.464103.4,CPAF
grid.464105.2,COMETE
grid.464109.e,UGSF
grid.464111.7,EcoFoG
grid.464112.4,UMPA
grid.464112.4,ENSL
grid.464114.2,UMMISCO
grid.464118.e,UNIS
grid.464119.f,UNIC
grid.464120.5,LEASP-UMRS
grid.464121.4,GEOPS
grid.464122.7,UREN
grid.464124.1,CBGP
grid.464126.3,PRC
grid.464127.2,UMI
grid.464128.d,SAVE
grid.464129.c,PAM
grid.464130.4,SCALAB
grid.464131.5,PMMH
grid.464132.6,EEF
grid.464133.7,URI
grid.464134.0,PSH
grid.464135.1,METIS
grid.464137.3,LSE
grid.464138.c,URMITE
grid.464139.d,BFP
grid.464142.1,PHARMA-DEV
grid.464144.7,NS3E
grid.464146.5,UTCBS
grid.464147.4,BF2I
grid.464148.b,GAFL
grid.464150.2,DIMNP
grid.464151.3,LVMS
grid.464152.0,AMIS
grid.464154.6,PIAF
grid.464155.7,EDC
grid.464156.4,ECOBIO
grid.464159.b,LISA
grid.464160.1,AD2M
grid.464161.0,MECADEV
grid.464164.5,LIENSS
grid.464171.1,UCFF
grid.464172.2,CIRIMAT
grid.464173.3,SMPSD
grid.464174.4,LPT
grid.464177.7,LG2A
grid.464178.8,SUC
grid.464180.f,LRI
grid.464181.e,LJK
grid.464184.b,LUPM
grid.464187.8,LUTH
grid.464188.7,GPM
grid.464189.6,LASMIS
grid.464191.f,LEDa
grid.464192.c,iSSB
grid.464193.d,OSU-R
grid.464194.a,SARFT
grid.464194.a,SAPPRFT
grid.464195.b,PRISM
grid.464196.8,BIOMA
grid.464198.6,OSU
grid.464199.7,IR4M
grid.464202.6,CTRI
grid.464203.7,ABS
grid.464204.0,ASCH
grid.464205.1,CYSCC
grid.464206.2,CABR
grid.464207.3,CFSA
grid.464208.c,AII
grid.464209.d,BIG
grid.464210.5,CNCTST
grid.464211.4,CAAC
grid.464212.7,CAM
grid.464213.6,CCTEGSYRI
grid.464214.1,CARS
grid.464215.0,CAST
grid.464217.2,AEPI
grid.464218.d,CASST
grid.464219.c,CNEMC
grid.464220.6,CNEA
grid.464222.4,CAUPD
grid.464223.5,BMTRI
grid.464224.2,CASC
grid.464225.3,CNRIFFI
grid.464226.0,AUFE
grid.464227.1,CNSA
grid.464229.f,CSMU
grid.464230.7,CATARC
grid.464231.6,BRIRE
grid.464233.4,CCID
grid.464234.3,CNERI
grid.464234.3,Norinco
grid.464235.2,IAR
grid.464235.2,BRI
grid.464236.1,BRIMET
grid.464237.0,CPDRC
grid.464240.0,BRIUG
grid.464241.1,COMAC
grid.464242.2,CCF
grid.464243.3,BBG
grid.464244.4,BSERI
grid.464245.5,CEDPC
grid.464246.6,CRISP
grid.464247.7,BGRIMM
grid.464248.8,RIDCI
grid.464249.9,CWRC
grid.464250.1,BVERI
grid.464251.0,CSPM
grid.464252.3,FRI
grid.464253.2,BHRI
grid.464253.2,BWSTI
grid.464254.5,CRI
grid.464256.7,CSIC
grid.464258.9,CAFUC
grid.464259.8,NDRC
grid.464260.2,CAMIC
grid.464262.0,CCAST
grid.464263.1,CTA
grid.464265.7,CESI
grid.464266.4,CTA
grid.464267.5,ICR
grid.464268.a,FJIO
grid.464269.b,CETC
grid.464270.3,CEIBS
grid.464271.2,CELAP
grid.464273.0,CNITSEC
grid.464274.7,GNU
grid.464275.6,CAEP
grid.464276.5,CNNC
grid.464277.4,GAAS
grid.464278.b,CAAMS
grid.464279.a,GDCRI
grid.464280.c,SAAS
grid.464281.d,GMRC
grid.464282.e,CIGEM
grid.464283.f,CACH
grid.464284.8,DRC
grid.464285.9,GSMA
grid.464286.a,CLSPI
grid.464287.b,CAE
grid.464288.4,DHRA
grid.464289.5,BGCI
grid.464290.d,CLF
grid.464291.c,CMRC
grid.464292.f,IGR
grid.464294.9,GDUF
grid.464297.a,GAM
grid.464298.5,ECE
grid.464299.4,NRCSTD
grid.464299.4,CASTED
grid.464300.5,GAF
grid.464302.7,CASM
grid.464303.6,CMP
grid.464304.1,GMGS
grid.464306.3,CHGCS
grid.464307.2,GMI
grid.464311.5,GIST
grid.464314.0,FIRI
grid.464315.1,HARIUTC
grid.464317.3,GDLAMI
grid.464322.5,GYU
grid.464323.4,GCTCM
grid.464325.2,HBUE
grid.464327.0,IAED
grid.464330.6,IARRP
grid.464332.4,IAS
grid.464334.2,HNTRI
grid.464337.1,HNIST
grid.464338.e,HIE
grid.464340.1,HNIT
grid.464341.0,BOC
grid.464342.3,IBFC
grid.464345.4,ICS
grid.464346.7,IMPLAD
grid.464353.3,JAU
grid.464355.5,LCRC
grid.464356.6,IPP
grid.464357.7,IVF
grid.464360.3,BVME
grid.464361.2,IQSTAP
grid.464362.1,LIHPS
grid.464364.7,HAAFS
grid.464365.6,ISTIC
grid.464369.a,LNTU
grid.464373.1,ISAPS
grid.464377.5,NIAM
grid.464380.d,JXAAS
grid.464385.8,MNU
grid.464387.a,QNCN
grid.464387.a,QNUN
grid.464393.f,NCDR
grid.464395.9,CSGC
grid.464397.b,NCRIEO
grid.464400.2,NERSS
grid.464401.3,NIN
grid.464402.0,SDUTCM
grid.464403.1,SSC
grid.464405.7,SAQM
grid.464406.4,OCRI
grid.464408.a,RCRE
grid.464410.3,SHVRI
grid.464411.2,PRWRC
grid.464412.1,RIOH
grid.464413.0,SRCB
grid.464413.0,CASB
grid.464414.7,RIPED
grid.464417.4,NASG
grid.464418.b,ECSRC
grid.464419.a,SIRC-TCM
grid.464421.1,SHIDPR
grid.464424.4,SCIES
grid.464425.5,SXUFE
grid.464426.6,CSTAM
grid.464427.7,SRIF
grid.464429.9,CATR
grid.464431.0,SWIP
grid.464432.3,GMC
grid.464440.6,ISB
grid.464441.7,SIIT
grid.464446.0,TSU
grid.464447.1,SDAS
grid.464448.e,SICRECAS
grid.464448.e,LLAS
grid.464449.f,IWEP
grid.464451.6,SDASS
grid.464453.4,SASS
grid.464455.2,TRI
grid.464456.1,IQTE
grid.464465.1,TAAS
grid.464466.2,RDI
grid.464467.3,TJCDC
grid.464470.5,WTI
grid.464472.7,YRIHR
grid.464474.1,ASAG
grid.464476.3,RIMP
grid.464477.2,XJNU
grid.464478.d,TUC
grid.464479.c,TUFE
grid.464482.8,WU
grid.464483.9,YNU
grid.464484.e,XZIT
grid.464485.f,TAAAS
grid.464486.c,ZIHE
grid.464491.a,XAUFE
grid.464492.9,XUPT
grid.464493.8,TRI
grid.464495.e,XPU
grid.464496.d,ZFA
grid.464499.2,ZFRI
grid.464501.2,ZZIA
grid.464506.5,YUFE
grid.464507.4,AIM
grid.464508.b,APEC
grid.464509.a,KTU
grid.464510.2,AIU
grid.464511.3,DLSU
grid.464512.0,BC
grid.464513.1,BC
grid.464513.1,BHC
grid.464514.6,ACD
grid.464519.b,ACEM
grid.464520.1,AUC
grid.464521.0,ACD
grid.464522.3,ARARI
grid.464523.2,AARI
grid.464525.4,CBRI
grid.464526.7,LHB
grid.464527.6,CICR
grid.464528.9,CIAE
grid.464530.0,BCPS
grid.464531.1,CIBA
grid.464532.2,CIPET
grid.464533.3,CPCRI
grid.464535.5,CSWRI
grid.464536.6,CWC
grid.464537.7,IISWC
grid.464537.7,CSWCRTI
grid.464539.9,CSSRI
grid.464541.6,CICM
grid.464542.5,CPSP
grid.464543.4,CHCB
grid.464544.3,CMSA
grid.464545.2,CCBC
grid.464546.1,EHA
grid.464547.0,EDI
grid.464549.e,IoL
grid.464549.e,CIOL
grid.464550.6,SEMM
grid.464551.7,CIRES
grid.464554.2,CRISM Prometey
grid.464555.3,CUH
grid.464556.0,FRI
grid.464557.1,WAHO
grid.464558.e,DNSC
grid.464559.f,INC
grid.464559.f,CHC
grid.464560.5,FHM
grid.464561.4,DMSF
grid.464562.7,BKNUC
grid.464565.0,DBU
grid.464567.2,DIRAMS
grid.464568.d,HOWEST
grid.464570.4,IBIW
grid.464571.5,HUAP
grid.464572.6,IPH
grid.464573.7,GFSU
grid.464575.1,GHC
grid.464576.2,HUPES
grid.464577.3,HVCM
grid.464582.9,IASS
grid.464584.f,IBSD
grid.464586.d,INIDEP
grid.464587.c,IIMK
grid.464589.2,UEM
grid.464590.a,IIPR
grid.464591.b,IMT
grid.464592.8,IUGM
grid.464593.9,JNTBGRI
grid.464594.e,IAUB
grid.464595.f,IAUH
grid.464596.c,JKLU
grid.464598.2,IAU
grid.464599.3,TONIAU
grid.464603.3,ISSIA
grid.464604.4,ICTP
grid.464605.5,IAMC-CNR
grid.464605.5,IAMC
grid.464606.6,KSHH
grid.464607.7,KUL
grid.464610.1,KIEP
grid.464612.3,KINS
grid.464613.2,KCS
grid.464614.5,KKRI
grid.464615.4,KRIHS
grid.464617.6,KVGDC
grid.464618.9,MOSC Medical College Hospital
grid.464619.8,ICCWC
grid.464623.1,LECOM
grid.464624.6,NFRDI
grid.464625.7,NIFTEM
grid.464626.4,KSV
grid.464627.5,NIPER
grid.464628.a,MMCRI
grid.464629.b,NIPER
grid.464631.2,NIPER
grid.464632.1,NIPFP
grid.464634.7,NITAP
grid.464636.5,MCHFT
grid.464637.4,MTC
grid.464638.b,LIRMM
grid.464639.a,NYCC
grid.464643.7,NRI
grid.464644.0,IByME
grid.464645.1,PMI
grid.464647.3,Pt. JNMMC
grid.464649.d,NEIGRIHMS
grid.464653.6,NKUMS
grid.464654.1,0000 0004 1764 8110
grid.464655.0,RAJUVAS
grid.464656.3,PICB
grid.464657.2,RGIPT
grid.464658.d,RIST
grid.464659.c,RI
grid.464662.4,PES
grid.464662.4,PESIT
grid.464664.2,RANZCP
grid.464665.3,RANZCR
grid.464666.0,RCoA
grid.464667.1,SDCH
grid.464668.e,RCOG
grid.464669.f,RUSM
grid.464670.7,aSSIST
grid.464671.6,SRHU
grid.464672.5,SWCN
grid.464675.2,RCP
grid.464676.1,RACMA
grid.464677.0,RCPA
grid.464678.f,RCPSC
grid.464679.e,RANZCOG
grid.464680.8,RFPSG
grid.464680.8,RCPSG
grid.464681.9,SRI
grid.464682.a,RCR
grid.464683.b,ITTUX
grid.464685.d,RMUTK
grid.464686.e,SARDI
grid.464687.f,SDDU
grid.464690.9,INESC
grid.464691.8,INOV
grid.464692.b,TRI
grid.464694.d,TCL
grid.464695.c,TEIKAV
grid.464695.c,TEI EMT
grid.464697.e,UNU-WIDER
grid.464698.1,UWCAd
grid.464699.0,UAX
grid.464700.1,UNPA
grid.464702.3,TISNCM
grid.464704.5,TIP
grid.464706.7,UPT
grid.464707.6,UPEMOR
grid.464708.9,UTS
grid.464709.8,EI
grid.464711.1,CRI
grid.464714.4,VMMC
grid.464715.5,VSSMCH
grid.464716.6,UASD
grid.464720.3,I2IT
grid.464729.a,BEL
grid.464730.2,AFARM
grid.464733.1,C-DOT
grid.464735.7,CEMPD
grid.464736.4,BHEL
grid.464738.a,CINI
grid.464739.b,ARTI
grid.464741.4,BPCL
grid.464742.7,CAZRI
grid.464743.6,ABF
grid.464744.1,CIHSR
grid.464745.0,CBSE
grid.464747.2,CMAI
grid.464749.c,CCRH
grid.464750.4,AYJNIHH
grid.464751.5,BBRC
grid.464751.5,BMS
grid.464752.6,ASO
grid.464753.7,AIIMS
grid.464756.2,CGWB
grid.464757.3,AIMA
grid.464759.d,CIRB
grid.464760.7,ATREE
grid.464761.6,BE
grid.464762.5,CIPHET
grid.464763.4,APIM
grid.464764.3,THSTI
grid.464765.2,CMTI
grid.464766.1,CIL
grid.464769.e,AEI
grid.464771.7,CPCB
grid.464772.4,AITS
grid.464773.5,CPRI
grid.464774.2,DKTE
grid.464775.3,ASK
grid.464776.0,BSI
grid.464777.1,CII
grid.464778.e,CSMRS
grid.464780.9,CTRI
grid.464781.8,CAMP
grid.464783.a,C-EARTH
grid.464784.d,ASRTU
grid.464785.c,CWPRS
grid.464789.0,CFDA
grid.464791.9,AERB
grid.464792.a,DRF
grid.464793.b,DSCI
grid.464794.c,AMD
grid.464795.d,CDE
grid.464796.e,DLJ
grid.464798.0,DIMTS
grid.464799.1,NCESS
grid.464801.f,EIRC
grid.464804.a,RGI
grid.464806.8,DHI
grid.464808.6,ARAI
grid.464809.7,CIS
grid.464811.e,GE
grid.464812.d,CORT
grid.464813.c,IIOPR
grid.464814.b,EIL
grid.464816.9,IIOR
grid.464817.8,CPR
grid.464818.7,GM
grid.464820.c,IIRR
grid.464822.e,CSDMS
grid.464825.9,BAIF
grid.464826.a,CWRDM
grid.464828.4,CWS
grid.464830.d,FOH
grid.464832.f,GIDR
grid.464833.e,IIC
grid.464835.8,IAF
grid.464838.5,IA
grid.464839.4,FMRI
grid.464840.a,ISEC
grid.464841.b,FERCI
grid.464842.8,IIHS
grid.464844.e,IDS
grid.464845.f,GSDCH
grid.464846.c,FRHS
grid.464847.d,IEG
grid.464848.2,GNI
grid.464849.3,GISFI
grid.464850.b,IWMED
grid.464850.b,IESWM
grid.464851.a,IBRAD
grid.464852.9,GITA
grid.464854.f,IIEE
grid.464855.e,GDCA
grid.464856.d,HFPL
grid.464857.c,GMCL
grid.464858.3,IIHMR
grid.464859.2,IMM
grid.464860.8,GMKMC
grid.464862.a,IIM
grid.464864.c,IIPM
grid.464865.d,AP Government
grid.464866.e,HAP
grid.464869.1,IISS
grid.464870.9,HP
grid.464871.8,IUDI
grid.464873.a,IJIRA
grid.464875.c,IWST
grid.464878.1,HAL
grid.464880.6,IETE
grid.464882.4,IRS
grid.464883.5,IEI
grid.464884.2,JKAL
grid.464885.3,HBI
grid.464886.0,ISIL
grid.464889.f,ISIC
grid.464894.3,HFI
grid.464895.2,ICMAM
grid.464896.1,HHVST
grid.464898.f,IASE
grid.464900.f,ICSF
grid.464901.e,IBS
grid.464906.9,ICICI
grid.464910.e,IFPRI
grid.464916.8,IMI
grid.464920.d,TKMC
grid.464924.9,ILSI
grid.464926.b,KRIBHCO
grid.464927.a,GLIM
grid.464929.4,ITFC
grid.464930.c,ICEC
grid.464931.d,KFDC
grid.464933.f,ITPI
grid.464937.b,MPDC
grid.464938.4,KSOM
grid.464940.b,MEFGI
grid.464941.a,MSRSAS
grid.464947.c,NIS
grid.464947.c,NSNIS
grid.464948.3,NBAIM
grid.464953.9,KMCT
grid.464954.e,NBSS&LUP
grid.464955.f,MCRG
grid.464957.d,NCAOR
grid.464959.3,KVGMCH
grid.464960.9,NCMRWF
grid.464962.b,Mahyco
grid.464963.a,NCB
grid.464965.c,MSBTE
grid.464966.f,L&T
grid.464967.e,NDDB
grid.464968.1,PD_ADAMS
grid.464968.1,NIVEDI
grid.464969.0,NDA
grid.464970.8,NIASM
grid.464972.a,MGMIHS
grid.464974.c,NICMAR
grid.464976.e,M&M
grid.464982.5,MCC
grid.464984.3,NIOS
grid.464990.6,NIPER
grid.464991.7,NITI
grid.464992.4,NPPTI
grid.464992.4,NIPHM
grid.464994.2,ONGC
grid.464998.e,NISTADS
grid.465000.7,MICA
grid.465001.6,NITD
grid.465002.5,BMC
grid.465003.4,NITM
grid.465009.e,NRCB
grid.465011.7,MYRADA
grid.465013.5,NERCI
grid.465014.2,RSST
grid.465015.3,PSGIAS
grid.465016.0,NRC
grid.465018.e,NRCG
grid.465018.e,ICAR-DGR
grid.465019.f,CSDS
grid.465021.4,MIA
grid.465022.7,RMRC
grid.465023.6,NRCC
grid.465026.3,RRMCH
grid.465028.d,AMPRI
grid.465029.c,NRCM
grid.465031.5,RIL
grid.465032.6,NRCSS
grid.465036.2,NRC
grid.465037.3,SIRO
grid.465038.c,NIEPA
grid.465038.c,NUEPA
grid.465039.d,RDSO
grid.465042.1,RBI
grid.465044.7,ROI
grid.465045.6,SCAD
grid.465049.a,SAS
grid.465050.2,SBV
grid.465052.0,DA
grid.465053.1,SMCH
grid.465055.7,PRIA
grid.465057.5,SRISTI
grid.465058.a,SACON
grid.465060.1,NISE
grid.465060.1,SEC
grid.465062.3,SPARC
grid.465063.2,NITSKM
grid.465069.8,RIPL
grid.465073.3,SVSMC
grid.465074.4,IFA
grid.465076.6,CSE
grid.465077.7,FRCH
grid.465081.e,NGSA
grid.465082.d,PRL
grid.465084.b,TANSACS
grid.465085.a,VHAI
grid.465088.7,VET
grid.465090.e,VMCHRI
grid.465091.f,WEBEL
grid.465092.c,WBGEDCL
grid.465097.9,TCL
grid.465103.5,TVS
grid.465104.2,HUL
grid.465105.3,TELCO
grid.465106.0,URDIP
grid.465109.f,UAS
grid.465110.7,TTSL
grid.465112.5,UPASI
grid.465112.5,UPASI TRF
grid.465114.3,UMC
grid.465117.0,UJS
grid.465118.f,VMET
grid.465120.4,21CT
grid.465126.2,BBI
grid.465132.7,ABP
grid.465136.3,BMI
grid.465140.2,MAS
grid.465141.3,PDF
grid.465142.0,AAC
grid.465154.7,PNLS
grid.465155.6,CPST
grid.465167.7,DLI
grid.465168.8,CGI
grid.465169.9,CU
grid.465170.1,DKG
grid.465173.2,CFR
grid.465176.7,CCRI
grid.465182.c,GHC
grid.465188.6,EFTEC
grid.465193.c,IIEG
grid.465197.8,IDD
grid.465199.6,HCC
grid.465202.7,IBS PAN
grid.465205.0,InSiGHT
grid.465206.3,CNMC
grid.465207.2,ISU
grid.465208.d,LTI
grid.465211.5,LUC
grid.465212.6,PSI
grid.465214.0,NMI
grid.465216.2,CCTEG
grid.465218.c,MTG
grid.465226.1,HRI
grid.465228.f,ORG
grid.465230.6,SAAS
grid.465232.4,PGEC
grid.465234.2,SCC
grid.465236.0,BWEA
grid.465239.f,RCaH
grid.465242.3,AVMC
grid.465245.4,RPA
grid.465246.7,AU
grid.465247.6,TKI NCI
grid.465252.2,TFK
grid.465253.3,ISR
grid.465258.8,TIGA
grid.465259.9,AIN
grid.465260.3,SEA CORP
grid.465261.2,CDR
grid.465262.1,UNICRE
grid.465263.0,SEKAB
grid.465268.b,WRR
grid.465270.2,BADA
grid.465273.1,SSMC
grid.465274.6,SIMPL
grid.465275.7,SGMC
grid.465276.4,IWH RAS
grid.465277.5,FMBA
grid.465278.a,IPCE RAS
grid.465279.b,IPI RAN
grid.465279.b,IPI
grid.465280.d,IHCE
grid.465281.c,IGM
grid.465281.c,IGM SB RAS
grid.465282.f,ISRAS
grid.465283.e,ILIT RAS
grid.465285.8,IOPC KSC RAS
grid.465285.8,IOPC
grid.465286.b,IMW
grid.465287.a,IMM
grid.465288.5,CRIRR
grid.465288.5,RRCRST
grid.465295.9,VIZR
grid.465296.a,INM RAS
grid.465297.b,IGEM
grid.465299.5,ISPM
grid.465299.5,ISPM RAS
grid.465303.7,CEMI
grid.465304.0,ICMM
grid.465305.1,ICM SB RAS
grid.465306.2,ILI
grid.465307.3,RCRPC
grid.465308.c,GC RAS
grid.465309.d,IPGG SB RAS
grid.465311.4,"FSBSI ""IEM"""
grid.465312.7,KPhTI
grid.465313.6,ICP RAS
grid.465313.6,PC RAS
grid.465314.1,FGBUN BPI DVO RAN
grid.465315.0,IMASH RAS
grid.465318.d,ICT SB RAS
grid.465319.c,IPKON RAS
grid.465320.6,ISAN
grid.465322.4,IBPM
grid.465323.5,IMVTS
grid.465324.2,IHTE UB RAS
grid.465325.3,SSC
grid.465326.0,ISC RAS
grid.465328.e,IDSTU SB RAS
grid.465329.f,IWP RAS
grid.465330.7,NNIIPK
grid.465331.6,FNKTS DGOI
grid.465333.4,IBPPM RAS
grid.465335.2,INASAN
grid.465336.1,IChHPS RAS
grid.465338.f,IEA
grid.465340.0,ИФАВ РАН
grid.465340.0,Ifav RAN
grid.465340.0,IPAC RAS
grid.465341.1,IrlCh SB RAS
grid.465342.2,IPSI RAS
grid.465342.2,IPSI
grid.465343.3,IEC SB RAS
grid.465345.5,IEP UD RAS
grid.465346.6,VIZH
grid.465348.8,FEGI FEB RAS
grid.465348.8,FEGI
grid.465352.3,ICCT
grid.465353.2,ICM&MG
grid.465354.5,HPPI RAS
grid.465355.4,ISEA SB RAS
grid.465355.4,ISEA
grid.465356.7,SPIIRAS
grid.465357.6,IDG RAS
grid.465359.8,IEG RAS
grid.465360.2,IHAE
grid.465361.3,ICAD RAS
grid.465362.0,IGD
grid.465363.1,ISEDT RAS
grid.465365.7,RSREU
grid.465367.5,IMET
grid.465368.a,MSSES
grid.465369.b,PIBOC
grid.465370.3,SCCH
grid.465371.2,IHB RAS
grid.465372.1,ISSC UB RAS
grid.465373.0,INTSHT
grid.465374.7,VIAM
grid.465377.4,VNIIMP
grid.465378.b,NIIKEL
grid.465379.a,IMBT SB RAS
grid.465381.d,IES UB RAS
grid.465383.f,VNIIVVIM
grid.465383.f,SSINRRIVV&M of RAAS
grid.465385.9,IAET
grid.465385.9,IAE SB RAS
grid.465386.a,IPGG RAS
grid.465387.b,FGBU CITO
grid.465388.4,GIN
grid.465390.d,АРАН
grid.465390.d,ARAN
grid.465392.f,PTI UB RAS
grid.465394.9,PGI FEB RAS
grid.465395.8,ISL
grid.465396.b,НИИФиРМ
grid.465396.b,NIIFiRM
grid.465397.a,CRID
grid.465398.5,ЭЭГ
grid.465398.5,EEG
grid.465400.3,ЦТП ФХФ РАН
grid.465400.3,TP FHF RAS
grid.465401.2,ASIAC
grid.465402.1,PINRO
grid.465403.0,IPPM RAS
grid.465404.7,IPM RAS
grid.465405.6,ASU
grid.465406.5,IMSP
grid.465408.b,IH SB RAS
grid.465409.a,YB IPT RAS
grid.465409.a,IPT
grid.465410.2,FORC
grid.465410.2,FORC RAS
grid.465413.1,IAS
grid.465414.6,IEM RAS
grid.465415.7,КарНЦ РАН
grid.465415.7,FRI KRC
grid.465416.4,IBRAE RAN
grid.465419.b,VNIIF
grid.465422.3,ДВО РАН
grid.465422.3,DVO RAN
grid.465423.2,ESI SB RAS
grid.465424.5,IAA RAS
grid.465424.5,IAA
grid.465426.7,JSC RZD
grid.465426.7,RZD
grid.465427.6,ИУ СО РАН
grid.465427.6,SO RAN
grid.465428.9,BINM
grid.465429.8,VIR
grid.465431.1,POI FEB RAS
grid.465433.3,IEIE
grid.465434.4,DPMGI SB RAS
grid.465435.5,CSBG
grid.465436.6,IAgP
grid.465438.8,VNIIDAD
grid.465439.9,GS RAS
grid.465441.6,KSC
grid.465442.5,ИКИР ДВО РАН
grid.465442.5,IKIR FEB RAS
grid.465443.4,IPC
grid.465444.3,VNIRO
grid.465446.1,УИИЯЛ УрО РАН
grid.465447.0,IOM
grid.465448.f,NICPV
grid.465450.6,SPBIH
grid.465452.4,RISC RTO
grid.465453.5,FGBNU VNIIPBT
grid.465456.0,TPSAI
grid.465457.1,IAA
grid.465459.f,KIGI
grid.465463.6,VNIIGIS
grid.465464.1,ICR
grid.465465.0,KarRC RAS
grid.465466.3,SAI
grid.465467.2,ИППУ СО РАН
grid.465467.2,IPPU
grid.465473.7,AAC
grid.465479.d,ILA RAN
grid.465479.d,ILA
grid.465484.f,WWNI
grid.465485.e,IPRIM RAS
grid.465485.e,IPRIM
grid.465490.a,CAA
grid.465491.b,SNK
grid.465493.9,IPF
grid.465494.e,ACSUS
grid.465495.f,YESAA
grid.465496.c,NORPAC
grid.465496.c,NORTEP
grid.465497.d,SPBMAPS
grid.465498.2,APRI
grid.465501.3,NVP
grid.465502.0,CCS
grid.465503.1,NS
grid.465505.7,CEN
grid.465506.4,IHRISN
grid.465507.5,RITC
grid.465507.5,CSIPN
grid.465508.a,BCCR
grid.465509.b,CCHRC
grid.465510.3,IVS FEB RAS
grid.465511.2,GCI
grid.465513.0,RMF
grid.465513.0,ITRC
grid.465514.7,IISD
grid.465515.6,AHRN-NU
grid.465516.5,АКМНССиДВ
grid.465516.5,RAIPON
grid.465517.4,UPI
grid.465518.b,UNEP
grid.465523.3,YAA
grid.465524.4,CBMSO
grid.465526.6,Госуда́рственная ду́ма
grid.465528.8,MAEM
grid.465531.0,Siida
grid.465532.3,KSAU
grid.465534.5,IBMC
grid.465536.7,MFPL
grid.465537.6,ISC
grid.465538.9,BGPI
grid.465539.8,NERF
grid.465540.6,Neuro-PSI
grid.465541.7,INEM
grid.465542.4,PCC
grid.465545.3,IBMCP
grid.465546.0,FMCI
grid.465547.1,KMC
grid.465551.6,COS
grid.465554.3,DCCC
grid.465555.2,DATC
grid.465556.1,MGUMST
grid.465558.f,AJRCA
grid.465559.e,BSMCON
grid.465560.4,ACCHS
grid.465561.5,AVA
grid.465563.7,AIMC
grid.465564.0,EDS
grid.465565.1,AAGS
grid.465567.3,BGSP
grid.465568.c,PCA&D
grid.465569.d,MSM
grid.465573.6,PIHMA
grid.465575.0,msbbcs
grid.465576.3,PS
grid.465577.2,AMC
grid.465577.2,SEIOM
grid.465580.a,MLC
grid.465581.b,BEAU
